transaction_amount,transaction_hour,customer_age,account_age_days,num_prev_transactions,device_trust_score,distance_from_home,is_foreign_transaction,is_high_risk_country,has_chargebacks,is_fraud
58.119545805985496,3,33.554703470600856,736.8208589978326,26,0.9940898780300588,38.3653024983367,0,0,0,0
67.64190434517259,17,40.741852131629784,430.72316269441234,19,0.9749781974377507,5.4777834721985075,0,0,0,0
2.310998472047076,5,41.904215814263566,188.34077008305655,24,0.41152195710950035,15.213365492415353,0,0,1,0
15.053166522713601,23,20.702891022883453,227.13132018573415,26,0.08234513661751619,72.32933402305667,0,0,0,0
92.4849867159399,9,32.2425229846126,920.1088810441927,32,0.9971420277055469,6.186098634917643,0,0,0,0
143.61170993097255,2,20.912857104325802,960.4484216537245,25,0.04941503396391955,1.1866335495530924,0,0,0,0
29.334122873482386,5,34.552778345063935,89.58597556629628,24,0.000197505699446765,7.161640561082,0,0,0,0
179.25381111890107,19,34.206852960144396,135.0512171674223,23,0.15679673311223385,17.898998921144823,0,0,0,1
102.27957799220019,19,18.747480556210135,1197.2260247652687,22,0.36728811451291177,19.41732591720681,0,0,0,0
16.851653518096146,17,55.75123936021379,373.8733057766652,27,0.09272430903439,24.20472201619042,0,0,0,0
64.6357400966506,18,36.56911775207165,334.4276873826751,24,0.9286633564978196,2.061022880076799,0,0,0,0
34.72545888983583,23,34.16989418201173,280.30921858356896,30,0.16912864962838692,61.56346057552951,0,0,0,0
16.06091311514129,19,34.97516746855307,1637.5149580697237,28,0.201014662919773,2.641056711669414,0,0,0,0
123.1936053976146,19,51.192226574699184,114.57500836450187,21,0.8592982968279674,50.10719727682265,0,0,0,0
269.3047813003408,3,46.07304635102926,483.7577912465414,17,0.9430683490739912,13.947563046563747,0,0,0,0
21.154091924038223,12,31.304519581015928,250.46688525522458,26,0.3799616305989916,75.41072381266983,0,0,0,0
6.980819574261749,20,27.476752283391466,2548.006024482181,30,0.09035703333022393,5.533132402287553,1,0,0,0
74.01610957446604,0,38.66327727781432,1613.0414336972894,17,0.5947088527588227,29.3100520338082,0,0,0,0
104.44877860668936,0,43.43229563405451,787.9757911311232,27,0.161979495204971,20.795009356084442,0,0,0,0
25.863505170535493,2,41.572643762311586,705.3265424043545,23,0.45197064970593737,26.937495616953143,0,0,0,0
92.49244685060121,16,54.83734165434005,2624.356430365694,20,0.7176231002724833,7.689196427746802,0,0,0,0
58.36290023397189,17,45.22445700945926,70.77217873452366,33,0.810295365766209,12.68008201337998,0,0,0,0
3.9759473315012865,3,51.027837491962245,556.5272599261032,32,0.8614161797798774,10.959577790916388,0,0,1,0
11.867865860761775,17,24.042277549517348,715.9804289946604,19,0.1578858289682492,14.489792462387058,0,0,0,0
16.558728318875012,0,33.866199764810546,303.16220903440865,30,0.9526713172390918,62.540513071368196,0,0,0,0
413.634767950337,4,43.82731029556754,238.29842666609176,29,0.6358328929302229,5.6292424296733135,0,0,0,0
58.82851039181843,15,44.11245996422753,301.7296093622474,30,0.30316112483418556,38.37629400051229,0,0,0,0
69.1698123584516,22,50.535098189675395,107.86142055093073,20,0.47002796107376643,18.915791418547183,0,0,0,0
106.1874309610896,9,24.34752903090749,940.6124369405821,25,0.8310908754927396,10.412931549947382,0,0,0,0
62.46421052827959,17,45.13805728629074,589.7480638568508,24,0.6049123963768172,34.25644854257229,0,0,0,0
195.48910004684916,14,46.09343272350131,91.91566752192985,26,0.014833610410884934,1.252555071923953,0,0,0,0
131.98752905098576,12,39.12567001302604,817.2474057908979,22,0.38752821804322046,22.17417902486539,0,0,0,0
41.26676255339109,8,61.696913352112404,227.663305767209,20,0.6383308858837946,53.96390973568643,0,0,0,0
35.35676126497598,9,34.3936040968925,273.7731551469333,32,0.9304963067671168,24.318170842576947,0,0,0,0
244.3990416250874,5,24.953952580168043,1416.542607949832,27,0.8540441253870161,10.162731382507001,1,0,0,0
33.68264228966344,2,38.91294964789377,970.700096342577,28,0.19304734699072257,8.318120882946186,0,0,0,0
160.25761233246186,7,32.768161091288206,1390.977945981156,28,0.5104159861237677,7.653133602235078,0,0,0,0
141.8873423106091,6,32.29379907202499,676.0401259847807,24,0.085489601217143,24.237786512264364,0,0,0,0
61.80319249764846,23,36.4478709657904,1252.72757232375,30,0.8951164663584086,32.19117701024608,0,0,0,0
204.56657824079284,20,40.08827787908069,372.5235566494088,30,0.7845788058835254,5.173159685678562,0,0,0,0
8.175596264204577,22,53.779408189906235,530.0538415821871,18,0.8638965874322984,28.580111206875536,0,0,0,0
8.682353008163197,23,47.40161796353643,945.6557736355362,24,0.9510513943157466,3.6939527124633558,0,0,0,0
96.72078301121736,0,36.13946797970685,481.76569018545206,18,0.6649068522375844,8.07468644815886,0,0,0,0
176.93175224374173,16,42.86023217320053,929.3201265962249,28,0.4633213926896831,27.785174981608876,0,0,0,0
13.9064058228771,5,47.65418751180188,772.0636993117658,29,0.5483822594515622,60.87630905832742,0,0,0,0
25.78989225740193,1,48.6526503117893,123.70137287995834,29,0.19511386690215649,212.09017223378618,0,0,0,0
89.29930884783575,14,42.06558759762198,107.62898722643666,14,0.5145062021089084,1.9384393165307812,0,0,0,0
14.359145615154247,15,35.394896774166455,1493.8040936791763,29,0.5586394131979959,17.810286747746684,0,1,1,0
96.68429889234693,6,65.68650282566279,493.4064010080112,25,0.029406970782657194,2.606750421735894,0,0,0,0
53.49747607919475,10,53.07277199625345,372.3697066756855,26,0.5193696770213522,17.664373379021395,0,0,0,0
91.32436439422563,0,27.641311950556037,181.7958231708204,22,0.18572095269136835,43.92225564898294,0,0,0,0
58.975983086064815,4,48.47210155265124,961.0557548508517,30,0.5431070223894966,38.4702441117203,0,0,0,0
3.5493193764579796,10,35.22662405402874,400.8694378847927,26,0.330409454347075,4.214469824044398,0,0,0,0
20.281685249426165,15,47.337645838485884,1528.259526680572,32,0.3541682421446395,15.73694127416253,0,0,0,0
68.49190270899862,14,25.09290408003935,413.4788072901023,19,0.4866633215159121,18.872005089492653,0,0,0,0
10.266103085819058,5,23.02495734130781,95.07177149754102,22,0.4723244655859119,22.280748519102346,0,0,0,0
55.470450832799585,22,39.287483909025525,892.421227111586,24,0.5543178547382995,1.5625250650146418,0,0,0,0
11.880888675869999,19,44.51442433097209,218.71174547989494,24,0.1577572295803873,1.3471809046153305,0,0,0,0
4.340310742796624,16,22.0221456058592,1067.1860553733347,30,0.3548743867908324,1.8165289494101478,0,0,0,0
15.708146353266006,20,18.0,128.1593290631609,23,0.12908219335824178,25.69881727732669,0,0,0,0
46.724501457184225,8,24.36429372734211,1754.2782579716948,27,0.9927998881652236,27.928032350558993,0,0,0,0
168.02858858414365,4,38.95079023816674,315.6245340077471,22,0.542664602879904,38.136547321073905,0,0,0,0
238.48976827766984,8,30.097405920289685,135.23539700582975,31,0.43258483527861213,10.53416162649106,0,0,0,0
52.03267714886711,17,25.688775445826558,261.24777232771476,22,0.7246158005229719,96.06628503689917,0,0,0,0
49.46089174795543,21,22.000362541340742,1412.5406553512928,21,0.6617790949342064,20.613875123745522,0,0,0,0
81.13191924589393,8,43.23661354175288,510.8011908479299,21,0.2935076751773158,1.9575066101928227,0,0,0,0
31.396960852708187,12,44.47229668112477,1234.8016212326334,34,0.08554074164327152,56.12612548554238,0,0,0,0
10.006798781879688,5,22.629884470222983,432.78124261812,21,0.556095217164139,85.38496756192032,0,0,0,0
4.196232804518752,20,32.56160936488917,1983.4145963740898,20,0.5596408835620643,40.04883062178812,0,0,0,0
81.21348507484107,11,31.934643519374127,529.7738011209983,24,0.6522294406075873,13.508410112996575,0,0,1,0
133.81829215210576,11,28.31258225644691,165.21375075715605,23,0.6641561187516273,6.402374839718946,0,0,0,0
88.75616708740397,21,42.47966668981198,4446.818258475572,33,0.20766935511766083,2.9573598457875496,0,0,1,1
84.39084025225127,8,47.42934948251843,1106.176658197577,26,0.10133478844298516,13.989122067263597,0,0,0,0
44.21086845369639,5,56.30515196118219,216.44679020329116,34,0.7234046045071111,17.269570358828112,0,0,0,0
85.50765994905966,3,51.075695458887736,293.07731794838645,26,0.09323430610520755,15.613172676222895,0,0,0,0
18.772920204346555,4,35.64995697967828,1917.84769486939,21,0.3802953106608632,14.173564542803582,0,0,0,0
86.287014614333,2,25.934843417297245,1107.977984208431,32,0.9136350687733666,4.691628574136298,0,0,0,0
60.33773007055689,6,50.47040039974556,29.285654140739112,29,0.45719133612473917,17.71955885380665,0,0,0,0
110.43146289310486,12,37.470746646547404,2096.0486405548354,32,0.6768912684369695,3.8051984925817637,0,0,0,0
7.875811035118421,2,37.59499235326969,4.441875239692141,26,0.8333583614398241,21.13931222537815,0,0,0,0
122.79166132617986,22,30.869640711517,402.0262581199781,29,0.798870457760694,24.488947321564083,0,0,0,0
92.98605364576916,1,36.53660783665062,2256.12156853817,25,0.2962728915375308,2.7070677327007364,0,0,0,0
95.01607208794135,23,43.80434869461533,232.10553978174852,24,0.01331070760277997,4.052117974006736,0,0,0,0
54.951982039317535,4,29.554558221184713,581.6928070192894,23,0.46922764185918187,2.13023473480649,0,0,0,0
296.27439051078045,8,40.33156186766585,275.33171117478764,26,0.531878004560261,5.550295928478832,0,0,1,0
18.205026215930026,17,37.78684287756176,1130.6819203280993,20,0.3339864309130771,9.640780224310191,0,0,0,0
28.42212059402703,20,24.044274342087967,1071.8449364385049,25,0.0013094421891172159,0.7515325581933732,0,0,0,0
20.666007483602,20,29.881750655923206,217.6178681070857,22,0.013916494109555977,3.369111279070066,0,0,0,0
3.9494128482013497,5,45.90317213508679,1170.2441837929873,20,0.8989955008610907,4.3789273799306745,0,0,0,0
187.44870177169034,21,55.876168940031796,38.81326991370836,29,0.37470031739797904,13.614520068021882,0,0,0,0
6.679532584758572,5,48.507643846380944,1855.5294857183453,22,0.35980305435286275,36.12043557283787,0,0,0,0
74.75969027817821,23,32.475564930618,2392.7936190842315,31,0.08039963018101248,13.021524105798012,0,0,0,0
79.72346271190607,9,18.0,1852.0014163931512,26,0.22398436110547393,7.843316540428482,0,0,0,0
37.97774668165759,22,34.4636973699971,179.81456628289936,27,0.25259805265769186,11.732111052400956,0,0,0,0
1.066356389172574,18,32.53506178746429,1263.3183173253183,34,0.25526046949650516,1.3236202526390095,0,0,0,0
147.7239914935394,8,23.809996080994033,721.2515667986037,36,0.13324036370188375,54.62063554886466,0,0,0,0
38.882543230711335,3,45.00657557213955,5530.933965125878,29,0.7862970566110402,31.180477132670124,1,0,0,0
64.17731544580309,20,37.604425043766156,287.78336198628483,36,0.7969676179743552,23.585618423769258,0,0,0,0
99.17853882036508,15,51.23642987476173,1636.810251845371,20,0.6961770103259017,5.127572485955781,0,0,0,0
89.98307737275012,0,39.83351056445961,411.4708131244942,15,0.624719160618689,6.234756927489328,0,0,0,0
94.88137531400261,15,48.87965796141886,128.45161162786073,28,0.11831334299392071,8.740169030833357,0,0,0,0
33.539581183253226,9,47.81938729674573,3260.825840459114,31,0.6568198364024904,6.725629821774235,0,0,0,0
42.5354220568436,6,39.622168877429054,162.44734202567804,23,0.4072677814168605,11.838346637149641,0,0,0,0
21.932947054223177,3,48.780987979842095,1215.9317055723882,29,0.4321403066737832,14.311059564203667,0,0,0,0
277.4792746028278,22,60.25255672557486,63.222056592716335,37,0.6217563770892783,64.5916380960256,0,0,0,0
27.23679902426762,12,18.0,2141.588522118867,19,0.5345289548117129,10.773386514811955,0,0,0,0
12.748888964829142,22,18.0,251.15980097686264,26,0.21354576713158702,30.776777927237408,0,0,0,0
11.08033915571311,1,54.96831131725931,3360.050216361537,22,0.6820746359330615,21.29573516409282,0,0,0,0
230.6723992460472,23,49.43298689748993,97.84786777597954,37,0.658117188670932,0.20763424617104642,0,0,0,0
34.63935319395255,16,36.31887742197693,491.22044398933775,28,0.4596101327929287,1.8905818503964404,0,0,0,0
105.81078204104891,7,18.0,993.0170798044697,21,0.8336899297008986,45.95141978243632,0,0,0,0
196.1699387669181,2,45.93516768153373,930.3509394949047,21,0.74417785139657,37.197857401586006,0,0,0,0
96.58159048761297,22,55.400529259009836,173.09733590752168,25,0.5677417559005499,66.93311577061613,0,0,0,0
39.35131720486528,11,42.46486160184451,261.5539844131808,23,0.22466970828141508,17.913171555507482,0,0,0,0
228.14342308276,23,56.41170246013904,710.4725128452629,26,0.4204788893690068,13.697238513579578,0,0,0,0
106.69352105021292,21,44.708755040866635,897.7087302682129,22,0.7171210776344414,6.025425999427756,0,0,0,0
21.793467371112385,14,29.071325017053873,346.0816259217944,30,0.0968944451255217,0.14905745420153343,1,0,0,0
138.878917986908,3,47.108494824587154,818.2357777755958,21,0.6682287726609515,19.010805243239954,0,0,0,0
114.3740519546565,9,34.47726015872824,2665.351366490946,29,0.4798301022183501,15.380046793010925,0,0,0,0
40.16368537375393,17,34.26456434490474,106.81365877187869,33,0.6547858675778513,9.832776908845124,0,0,0,0
17.870278042421923,21,57.70654483790769,292.6790664636716,23,0.8819587644294204,13.334387027890973,0,0,0,0
99.74944273858549,7,30.140130114765086,1208.7086371015778,14,0.1367851800242802,0.921198258907814,0,0,0,0
149.30600273171578,19,50.96588695414569,667.9241936184388,27,0.25944659766522815,6.3337917157132315,0,0,0,0
36.79115331815473,3,53.52315949347485,969.4566251945727,24,0.13912751491550923,18.64695663944301,0,0,0,1
45.9552271095632,13,27.51957021206599,85.81155881901074,37,0.788316896693774,31.86169647173097,0,0,0,0
35.27880271124074,5,42.255097685118514,1277.4518200068499,16,0.28719140129305987,7.178304530868021,0,0,0,0
21.927311044749977,0,44.19638026253477,1691.8053549112954,16,0.9899199229716563,59.97032083401539,0,0,0,0
84.76166699845704,22,48.67524102606625,272.603903004664,27,0.8226080631527801,28.822835605205285,0,0,0,1
39.60132659378596,5,23.97153952340999,57.25315337168711,17,0.8854631214791145,85.29878025749264,0,0,0,0
85.78482340041292,21,32.05590394822307,58.12135791703445,16,0.6829699422396307,9.41542208436843,0,0,0,0
35.98764349164677,6,28.59905440108536,1035.348100193634,21,0.1492806520172405,13.701790718712704,0,0,0,0
35.26691052552935,4,50.860019965879964,1470.510308778179,30,0.27017397464072734,4.991484326100365,0,0,0,0
17.37804780746675,23,27.89759146475442,337.0601203414772,23,0.42509968275025756,28.063951997376414,0,0,0,0
349.3726214953467,22,48.87614638216294,3222.029859830071,23,0.7693178297020402,13.843269630059815,0,0,0,0
1.8865087975141668,20,49.76340626286531,2564.064080509517,26,0.027342980781220994,137.2697545267407,0,0,0,0
63.54008740382597,5,41.54121646389074,2212.0600898257603,21,0.5398540305858244,1.3733113069779348,0,0,0,0
65.84368641299086,18,25.74030523126181,151.34135101075333,21,0.9692140046261851,12.936076932620747,0,0,0,0
6.215709927772787,23,47.99806856020394,315.25790726523013,17,0.3308861762268195,3.9688640907218753,0,1,0,0
178.25092383331452,21,37.20749876562621,373.28028526723097,23,0.09882839959727441,14.50323434591681,0,0,0,0
9.3787169524686,0,51.39703791019353,2154.2482089983655,24,0.6122773014414674,58.96867508380798,0,0,0,0
78.63151352448376,7,40.855566236224156,527.4332552843605,36,0.11838467730746749,41.4296663830892,0,0,0,0
8.504398568003236,9,38.88715752648953,857.0818260781887,25,0.851688757707266,4.879899679717522,0,0,0,0
99.265547237473,9,63.976330561401,95.40130708641681,26,0.6111219272383932,15.208666191555192,0,0,0,0
170.5123661719943,4,44.51737635447165,157.68522389982715,35,0.5558904130844481,4.4275144709810395,0,0,0,0
95.07157224788628,11,27.654528964492073,686.879727791948,15,0.41947404441196234,4.233663128104976,0,0,0,0
24.75852502492145,20,46.68675441995957,905.8254011471856,31,0.43399945585674926,76.98206238006665,0,0,0,0
192.60347726935024,14,18.0,611.0149725013249,17,0.8275061374532915,10.156575920339382,0,0,0,0
69.3273855597406,3,27.625882557914146,1412.255855751388,37,0.3304151018142063,3.2999420202583787,0,0,0,0
