order_quantity,lead_time_days,supplier_rating,transport_cost,warehouse_utilization,inventory_turnover,demand_forecast_accuracy,delivery_delay_days,product_unit_cost,seasonality_index,operational_risk_score
65,7.935655977973511,2.610095762295932,191.5259242002343,0.4432611699918688,10.775886555180573,86.78219660668937,1,21.54499369869403,1.1831329326392637,753.4805406861756
53,10.359023166326342,1.946266809118427,170.81973514147643,0.3580842247316294,10.635088504838476,71.49541319164082,1,21.347585386203747,1.195227545855536,641.672571593663
65,9.552453731248953,3.341154250248683,148.51194613669892,0.47349667505879933,6.436898395050399,59.24720623394865,3,19.467677434680965,1.130324641961625,985.7350067221737
60,8.339972944199774,2.442344004379239,140.63426631062202,0.7072873506537878,7.159287764950916,78.86014129081197,5,22.191171108763935,0.882610295584585,873.0691680760392
56,9.865215176636596,1.507121886925633,191.08222972506644,0.8100208707146554,8.963899617596535,58.0939470717383,4,16.416900395173254,1.1339049399976449,484.72322826849967
59,5.865692150212142,2.7240992834568822,203.43889150178114,0.296554793886219,4.90298557741713,51.71557319770081,3,19.777536694196897,1.0862296113930416,695.4832790037374
58,9.003478316654816,4.682348629838531,180.00599949950472,0.6050894184377602,2.992531396387464,66.01399734103563,2,19.763480400844525,0.8969397499430302,914.8049561452744
52,11.38655264195988,1.3829282610255946,125.88644266019756,0.41711644371118206,6.461535713572461,50.286869404329806,7,18.15184210679925,1.0566698584243932,589.2562406329665
61,7.0075797639771835,4.292523956586502,209.25575241167874,0.9372971048618521,8.35661912262261,58.77567149040891,5,25.282329854077044,0.8861492497340331,1254.9225276507868
63,7.739098116615938,1.6325585325082086,174.37731798903167,0.8558522063083773,7.533929902209902,57.702094529784965,3,18.752653948214668,0.9733739028174127,798.3896139260486
65,6.499739010354113,4.555608663601459,243.23827142392454,0.9152098850766563,6.216584844505428,99.11384057637801,3,24.42299514229262,1.2227839463560124,1048.5801338098242
65,7.768159247889445,3.145029502412644,120.5701975183354,0.5258004640076386,8.940656416307947,77.91490964287853,4,24.81229395627164,0.9983767311238818,1342.8650091659777
57,11.527730772108754,4.721199191194948,163.53445776907208,0.4286522559733824,2.642221036570983,92.56569858662468,3,12.259209132788348,1.1229279762468205,556.0854229933611
55,8.990294853094715,3.154355062751425,164.08333536385203,0.7655663026055977,8.87483439125801,97.0816287833674,0,28.904983294839493,1.1623742091161757,1604.971941191407
48,8.032800270641385,1.6046994654653006,217.62979522144826,0.8993933144012434,6.642001162987497,70.35487619177988,2,18.12297049153911,1.0072888245612084,752.8502109114854
58,10.545811930228783,1.9874975606742828,216.25830585508254,0.8197902262740941,7.760540522281592,93.12972237481145,6,21.119660478635236,1.227952832229185,1276.42319869992
58,8.576001766250112,3.964218964329374,209.0979984216378,0.5838215848210087,2.721277117533665,65.91389575910621,3,22.267294877784728,1.0977406564598686,939.1202113926322
58,6.785520728795227,4.049884767286893,82.27962538652683,0.48298768934576736,11.502496342681184,89.83002877486268,2,21.350058808754984,0.967141577193046,963.4080432744798
76,10.425119191182779,4.420827305710931,164.93011642403465,0.23851976865367905,10.73558695616617,65.54896180777244,4,15.963992350117516,0.9457985153504864,548.9490601514964
63,6.528343777413876,4.991205473694986,148.1302342450663,0.5087118525322158,10.358312470875141,96.62187454038519,0,22.33476104173832,1.1660201047818821,819.4133628802033
56,10.294899959697721,2.160350304318374,157.9020236229503,0.7429614900184425,7.266078656235808,80.18396897366279,3,23.154298778841053,1.0542434405358159,1087.9608833674743
70,8.198447462568609,3.7823897571072576,124.06478584355858,0.22731600601773846,13.279066683098236,77.67666097824704,4,25.703954521452285,1.1244925108384871,1373.3221284679762
60,12.533450514352026,1.6094671848052977,159.06205964136797,0.23970060576855337,5.29203560769135,52.075578132006484,1,24.794517449715425,1.199013927325907,1175.3773008377698
49,10.805488427394977,3.9077945445866846,190.51793804997592,0.23168706656489013,6.053718777763044,82.57752902872556,2,29.89969014291885,0.9723349118769059,1529.250599184672
62,8.112520963912306,1.3549006562541024,145.2913330365709,0.8261324816023496,4.36326316025726,59.86979255387128,1,26.821708222867514,0.9865754692579359,1244.2538780499228
56,1.0,2.124874986826531,231.7040567996607,0.6181432927654946,6.524677638072033,67.14644003599648,4,20.646521072655318,1.1723343539017614,870.3728105233536
58,13.109938233300856,2.2282670136249965,166.07255008805092,0.9272356256718062,8.771613908492776,53.315683959793034,4,27.285180879713817,0.9799600339908519,1551.9785619218735
70,7.752925702273612,2.585893024004586,209.8024212344521,0.9140781874362791,6.115551499177665,77.40463065325989,2,22.058156752923285,0.9790677133191977,758.2310557228701
64,8.69243357433975,1.5914859392676957,84.13186099660263,0.270793676965745,2.381305127051549,58.09733939643263,1,27.232415058473066,0.8011704735687131,1502.59564716419
63,7.517127083293652,2.15382883489742,231.8792331279872,0.7374205689670499,5.32246341574278,77.33136975184965,1,22.533680313276797,1.2471987582024833,898.3005423400758
